sku_id,length,width,height
366051512fe93b112673c0bbff1f108dd0376f562a7e662b3b91b97f776b2b22,9.0,3.0,5.0
512074c0d5ac88135b5e955b80466d0061df0fb32d5fb826b100ae70fe79a1f5,1.0,11.0,21.0
df1fbd933c8345ce51fe15b85db6845874754ed14f6180347d16bc307ef2644b,45.0,18.0,5.0
8bb8170f31dc93cc8769fbd4a2c1489792b266e5139f8e3d97e2e50e59ab8b5b,18.0,6.0,22.0
76bea0e57885ad2f262af90bf3306fad7d982d80f9dc1d43c211070a1a95663c,33.0,17.0,21.0
eafb05ea07feca8637e181491da86e8c1e228cb231fb50bea38b5452b2da511f,10.0,3.0,8.0
cf85ea371b2fe6d609fd410613c72c24f43d82b2e5251c83a4c88ec3c2eb3354,9.0,9.0,13.0
f781bedc61f53018883487719f509649d49729968631f0cba03ee372de2f8901,9.0,9.0,13.0
7d50aa0de560ddab8e13e83622c33d3b6b78f7f9cbe6109779b1f097add5292c,39.0,9.0,20.0
26ba66006daef47834052717ead6044b7c535e096e540b5f5796e7fe3676de50,35.0,8.0,23.0
63b8f6d304c4b544ab3d19fa50d7156f02d6d3232d738bb78c24d89c18c36183,24.0,1.0,32.0
7220fdef58d6b629c853a050c3b0dd61b6babd05f7cf20eb662343de4a388abd,33.0,24.0,2.0
c1918b003706684fc45a3ae85b92698cff0f168c7e3fc9848ecdcbf0a16098d2,3.0,3.0,7.0
8d56717977213d85ad58ac5ba620e9193a4b9deba02c3a974750de60ec3d97f1,6.0,6.0,6.0
a4b7776f1e361ece953de22bde6dc4c94646f55493f0c03abdcd3849e219948a,16.0,10.0,27.0
44bd43a589d9c2e73ecbe9db11fade468a46b1f9452d6a078ea43d5f31a5db9e,7.0,7.0,14.0
e0fd6d344d38df1e8fc29196fdef57d681454c63b38f4820a6043aebf36021c0,15.0,7.0,24.0
79bab46734ede024054c17e973550f8eaabb9d7cbf90b79ccdf34ea6f813d2ca,32.0,15.0,5.0
7ad8a5d4ca9ef6b2e0e1f73a2cc1df06aee1a58daa0e3e1422a7f19c582f7d23,6.0,9.0,9.0
91d9ab21c47cfde8cd8c2f9d3c942fa4f8dbba4c38a62c6d062eb61546550256,2.0,10.0,17.0
6f333c1a925e7e7a2c6d8a319d18be9f020e21ad3fb5405f6199c35cff4415a5,28.0,25.0,3.0
32bd83fbd4e029328e74b7dbfa45569df06cb27e83eab40e2ea446a0cbc31b96,43.0,12.0,5.0
8b770cf2fc14ee510b91d4f6354333ce05713c501f1dbf68a38eab5ff02ba2ef,30.0,6.0,30.0
20e69807a1bf5b1bc6c73ce4262ee979596a02339583777f040401511c689f3d,1.5,1.5,1.5
a3da072e94b133e35a94d4381536335acab1dda66696e52f3d985df31d218761,8.0,8.0,8.0
3a299511e24f025f85ddabbf408a01bf2f2b7a61d015a3fa92c9449e5bf55624,10.0,4.0,17.0
6c4b205750e4d0e6f9a4d2bdb961a55c45b106026d7002ba024041841ee81d85,13.0,5.0,11.0
eb7db19712f69fe06f83d91c6edd64b767cee0c9248a09d00609dece0ef4c4da,58.0,48.0,41.0
575b6d8699937589220875fb503c37492a4efb243c661e3cda8b13dff6b94cd1,8.0,8.0,8.0
645f5f351efe24533fc4d56749b8c59c15dd20dc133fb4cb64c4b9879d2a4ef7,44.0,30.0,43.0
ac57a813c33768eca073e84d545c818326966ebe6bfa49849afb2f9c8fe11b70,6.0,14.0,24.0
0b06debc07c7c9027485c944d23cec462b85379fedf62c98237cc5f11f83e771,10.0,10.0,19.0
68a37d93fcf03dc2cc0aa97bdbb5fc5cf0f2fb51b6772b6e6b3edb78c78c4879,24.0,7.0,32.0
584dd266167e7f53dd82f12d0b037a640ec114fb30d3d15a19eaf322b52a798c,7.0,5.0,14.0
b76c0205a3f73b90314aa4f5d91d41b180813b18d8c55a237c24e49f5a0ee9be,44.0,6.0,13.0
979126cc8d48e17becacc26ebacebe171f11716191fa050505834d20ba0b9df4,4.0,13.0,21.0
29366bde9c84fb36a70b26412da61b2fd14356931ab51655857451353d16e85f,21.5,4.0,12.5
0d4bda477bf66dc91422b80c24985adea08e2b7c058292066f71c431fd5a5d8e,21.0,3.0,13.0
0fce291dd50effc9ab04de39589f5d89091a4620d6e3d478b8daa359732ab4e5,22.0,3.0,13.0
723e8d317a06647bd115ed1e806447f84b4c46bfa99fd7ab4c010568e9d49345,2.0,33.0,46.0
d772d455abe7277a4a4e4144f66ec77c6c268ce6e02669b940686bbbd9a327fa,8.0,8.0,2.0
6ee89520a672d1af0ee2e0aba10b126f81a5079319f41daa68f268d999f8bf3d,17.0,1.0,10.0
16e1ce73694970c8dd87fccd089d0fc8e9758360b3c180e351a2fc8e50c5c379,5.0,4.0,15.0
6811c76f4acca8793c6c7879c2fb9711a044c65eea594beb8154ed0916991cb4,15.0,8.0,2.0
81c6f56cae5a0031bb36e0fa542c478f069c277c7819e9859035d8bfcd67965a,37.0,6.0,39.0
34023e9d615598745d801f0aa188fffdc1ac72967a943a3199c08cb9d909e1b4,89.0,6.0,32.0
bb8b84bfff5e2f9f78ce8a0909e850a0b8b246549bdd039563e12af3d08f2cd7,23.0,2.0,17.0
b0354cad7caac91906f0f5f030bb9c5796d8bf256e3543c5a46810028cacc6ff,11.0,9.0,6.0
cea7ce9cf65ddfaf00a0bc0db8f5dc11d60220b2c6c6c654952fa6fd0c35f90b,33.0,14.0,14.0
e1fe95e828eb4a7237d11a35e559fce1e81b10856f523d7b622cc63f853a2471,23.0,32.0,3.0
3d43f0b9212f1fcc758cff79978d5e457d6a5bf463b2c4327c76b2adf41ddff9,6.0,6.0,14.0
eb5e9385e4b90af68f1b4c3afbfb6847e319047c63a78c43379284ae76673011,4.0,4.0,17.0
3759bca4ccf1b139743f7640ca68845ea99de50c9d7f135752a6e79e8caeb9a7,10.0,10.0,15.0
80c5d35eab000909d672b4d219719c7583ebe3da47571828402ff77dc90b2bab,19.0,15.0,9.0
f65b4be20e7dd13c62cb6fc454873af1ed6aa5847ea83033b26d412d2253350c,51.0,13.0,36.0
b49bcc0195332bfce5d5f063499ff2a931b60239936a4492ee18d6675fe759ef,10.0,11.0,19.0
aea9000280c9b87557183971db90910f1b0bd8e1595c0b20149ae73c336116f4,10.0,6.0,12.0
94ff19c749667e3ac4e5c900826b54f97537e31aa95322b2fd4915bc9b2abf01,9.0,9.0,20.0
a4401aa50f121aa936f6f4a406763aefd3f89366288420fddd3ab60178538092,20.0,10.0,9.0
c15791a3b6e4cc56103d1fb502c8e18ec6f8389bbc4c715d7e89610157c8157a,12.5,3.5,3.5
a467a5d436a6f27a5f06078e5a3e66befc0ca7c4310b8d38acaa277f63d84eed,9.0,3.0,14.0
b14f387efdaf058fb83c780646ced666fc8addca1e010a8a7b07283b996656b4,28.0,4.0,39.0
4680e7b7965c3a0e11b209f2af70bbfee1e47d59761c0d2b1845a1190fe655dd,19.0,9.0,5.0
4b530d979946d313b3db38571bcaafa861400e7c0df4f6324ff0782307a52112,9.0,1.0,17.0
5c23fa3e9df2c2145b6c4877f8736235b09cec3a497b0fe5b0f7d9b6b2e20358,10.0,3.0,17.0
285af8162acc50d5a88039a23f3f59d23e8c4803a50d65d97206d99e2457c8b2,10.0,4.0,17.0
992586a1f2b9498b73f9ccc9ae342013d19ef374bfa63c7a1277e714209e0589,10.0,5.0,17.0
59e39fbea8b3c71bcecbc8a024368a936f5c181fe766270a2cd247a74607a3e7,10.0,4.0,16.0
5881f5d209af3669f2dc1c6980e26c96b1a8aa5e295ebe65c911686169798f69,10.0,4.0,16.0
3c83d0d7e423f129fd72d78bf0753f35336834ad11c4546eea8ff6812504f334,9.0,3.0,15.0
19f40f18989cffa2e9a02db9b3893693f231584e0ade2fc94c79bb14bb870fd6,5.5,5.5,5.5
e1aa9bd8b2e3d934b2af276ec35bb0f9e30160bfbd1175236dfd6ac3c98fe236,32.0,3.0,42.0
304ad97826f8afc6a7ccb4630cd471fcece1d8ae7f4f65c47ecf1efa70343ffa,13.0,10.0,2.0
09cbef687dfe49db1ab34a8712fdb25080dd4b2a18c5324ccde113210529c6bc,2.0,2.0,11.0
bf4fb50fffaed748cce9b14a7cde30682ffbab9c4a4174f14693fb31cffcbd5f,12.0,8.0,3.0
28ab50796afc59df5101a2f25db7e810c2ae19c81085ba1e5c295f83178c6f58,22.0,8.0,33.0
2445aaa58e59c446cb635a229399ecb1dd46fd994e627cdd8e443cb19fbb571d,3.0,3.0,37.0
d1cfb6d09b7c14020ceea8096ee501a97dac48ba30c4209434f235920edb3746,12.0,7.0,7.0
bc100566648d1f1b2066911350d8344182674e6abc897e8d868dd32bc1bac158,14.0,7.0,42.0
5367a1335606631a9b3fda370243a495b5f3729376de99ad27c05cb7c55de093,22.0,22.0,22.0
a1e6e98e4f2413d45a6c9c168fadf44c90af8e05a0253a83e6e15431c4247b93,9.0,2.0,16.0
71a9bd30da77258f5bf75671925c593aab1191ef86eb66c3a37efb5f866f2c92,7.0,7.0,23.0
17e1e8fac85c5e9e099bf1e2066f0661483f1319333ec5b1b61a5831681ae799,18.0,11.0,14.0
dafb259537646b68c0b14a6d3e0c8225bf4712db899906c4c6137dff5df04adb,3.0,9.0,16.0
bdddf79b2c10254d1db4958d6afb48dc10f2dd2ba806d4049b99d60bd1f68c2a,17.0,13.0,3.0
b611e1f1f2a02429249c1f30d4e92adff18430ebe4243e68948d963987a735e6,20.0,18.0,3.0
233bc8543349e132bd85dc2c2404e38b99095b132aea7f3f3e7a9ebd7a12e888,12.0,2.0,22.0
704073823ad2058b8e3677301d124295a4082ef4ec6f02ba3ced37b21d56cd6a,16.0,14.0,4.0
36a3aea0adcdc39e5c8bbca151d05eb6b9f2d4c96c0f6da7e12df26a0a0994a9,13.0,4.0,14.0
a4a9fb32c23a8d47e4af3e620d352530c95d96e238fcbeb671612eb7bd08a2a5,14.0,1.0,12.0
3897b4912b2cb4e3066ae18b1e8faf42cb432aeee22460e8b77ca342206f126e,15.0,3.0,19.0
8f4e6c1bd957f8ab536b11b811a4f0facef3f58f8468ad764939dda12f892393,33.0,53.0,80.0
5bdb9f39d82904d5552300aacab0f16aac9bf6e50f3ebedb2191603e3f71b840,4.0,5.0,10.0
a0327bcd05986ebd4a6214d24646e0d2122b92ce33edb64b1db5aa36d3299902,4.0,4.0,4.0
11151a48b8fefbdc0c6708b87c853a8638307c3e838ab845cebfc1b94df6e902,17.5,5.0,12.0
1d553cf1a17c65e77737c30133ef7c044aa718d31b1cb7532d32d99b74678636,10.0,7.0,7.0
3e6499ad7f3fb3857d15ae1c60d9a982b6da927aa57d019f50b4dd86964b9dcf,6.0,6.0,20.0
95996266c2b796f095f57c0b82f7f49971c2c0757098d3da70ba07576d9ccbe0,18.0,8.0,1.0
38f5186a740f90b25080b2835deef4592685fc506797efb26f6608581ae94890,19.0,10.0,33.0
a8ed18178838c57eac050333766fd3ad68fbb31ba6f8be9cafa90692a32b5fcd,18.0,1.0,9.0
4332d7a43ec7db0bd6849c6f5340777d983665911ec77a989b7b92e6fafd8ed6,14.0,15.0,5.0
891eec1b17858e56cf4f91fd9a2d0dd74ac4f3c0d6677c5dbccdf0d004139da4,11.0,1.0,7.0
a300caa250f1a6785dc69372b5314966e994b4317e1f06664ae17d0bd24f406d,22.0,29.0,8.0
14098371ebd29834ee5e582c0cbd0ac4a527a3cafe3c188d9573fc1bdb8e2685,3.0,2.0,18.0
568905ebf2fc9eb8f287e2e973546e0b91659d70cf868f0f1a1bde6fcc093cc9,4.0,4.0,13.0
5add6c8fe65f70929017444e337208334ab6ca9a01104c6fd7ebd6cd9275441f,5.0,4.0,14.0
1185fa77d747f860d01552eb6342a4fda18a7026eddbd02d9285e790b137ba1a,5.0,6.0,16.0
32b5da6df1a16a952cb7c5efe54a6b9b2a60f1aca5375074b15fa9b7e0bc9da9,22.0,8.5,8.5
6bb94e4baa9707f8a49543277966c39453cb94867c80ebf51f4007d030e8ae81,18.0,18.0,1.0
f3814a2097818392c6c6f0c9ea6d8b906fdc88763fd85b47107bfa8b69a956a4,9.0,9.0,21.0
3ea858304d1ff4d477a0cdb76acd3125b65a05b804c02d31df480fc03976dd0d,6.0,2.0,22.0
91ab2be81a26411b70deff17c6aaf11b34f761854754002916ae6f5a447982be,8.0,7.0,8.0
f98b16944820f27be3e669cfb3289aa63fb63678b4bd1a81894286f87a2f39ca,13.0,2.0,12.0
e346e1ddb29b7bc6c88e49e92a16ce627cc5363088718a937df5e2577d4b06c8,17.0,5.0,17.0
688b5a7ec135de5113aa9836e7c0f8c6ace5ba2092992e13259426180839471a,10.0,4.0,9.0
163f06609c10edab2ada06bf9eb63fa1ef5a5345fc4fc19883f62c82341d0d72,2.0,13.0,13.0
277c35b9d7d35edadf7bb8c66844d47c1d6d179e9116d2c5aae7667ce86669cf,18.0,10.0,2.0
7a015f82b191f20e270a61ae6d9f9d066197b92684444dcd71067669d171b2e3,8.0,7.0,21.0
b7498ca244743e7521286c4fe2ae3981a4bf7e16dd603eac889537ade2a5bc7c,8.0,8.0,8.0
28b6c6e0c701ee413d04ff832d156cf1c6e8ffbd92e3a38625e1cba927c51ace,8.0,8.0,2.0
27fb0143634a6aad2756f26f11ada1030e5b60d8a8d28cd05664d655443e5166,9.0,16.0,9.0
39dbb817f5fdb2ccb0a4a53ca94abc39d022e2c402e08ebbad59085b2553a9ee,2.0,11.0,18.0
5c6c09c93d3a5b829b93328412a2ad21b992a93ead35fde8439bc5924162b30b,13.0,12.0,25.0
56062254b40a733259f1cb159366a3956044f42e9d8e3b7d4f86670afddb6697,10.0,13.0,24.0
039655dc87c0c6485bcb057afdad3586f536c9a71deb2bb090b979ee9fbaa01a,80.0,33.0,54.0
78aed3a9941d7382543f84a0bada1fb3ff17f2500ea5d22dbb8ba76c7973b94d,5.0,10.0,17.0
9dc638ebdc4fd285ab0c87bf868866c6c6c4b3dbca347e17c0f62d66ac3eebcb,14.0,6.0,19.0
a2e488d6bbe5ca3c0f5f7ed3205085c122890faf71a8eb9748ab7c8179926819,15.0,2.0,10.0
9e1a14666f2e4d13df1c02268a1636643c1ccf9389e2859f720154621d7a2547,18.0,10.0,15.0
f68a4c9f8dd918c6caf91f5d4832e253b6951197c9a9f1c1e2ec174ce8f0e3c9,41.0,46.0,10.0
ad4dbd9ba9b58de3ca181055aef7b522e1c014d9f699b01119ee3142ab1035a6,35.0,23.0,13.0
87e2b7b5dbadb3e5b8690cf9474b4c9bde3e1cdf22601c59a003d8387a798aa3,12.0,2.0,16.0
155e9a98b1936cdc1b1ce53589a5aa79d6a4b8138518d6472b69936a78fbf124,9.0,9.0,10.0
edfd6cc3632019a0eee5b52934b759c6fe8dc486e16bf7a6e465de87a951717c,23.0,23.0,18.0
40c201b66c84e06636e36d2204cf303bcd51a2cac39cae292d7672d74592df2f,15.0,10.0,1.0
d74fff2d861fe6f80145bc6a436a0ac77d0935068228ebc1c8fb59dc8c012619,18.0,9.0,8.0
6766323dd64830dd56a2d0c87cac331b60a9220624682aa9a63622d22f890471,13.0,4.0,22.0
b5592d6dabfdb5605928abab9a2cb1b120431a24a600cfb6bd7ff6e2fc848017,23.0,15.0,1.0
bda15cb554e3e0a46aff7e51bdd61dfbc028e81e7cba7f02a285d93b7d6f67a2,22.0,4.0,12.0
32dd498302942a845023e64e3db095cb6d412549bacb34272a4e76ed37f7b134,8.2,8.2,8.2
308f77253dd79b89c50d9d22594bfb9f46afdb8503c3457d28dd45f5b0a7eb75,6.0,3.0,9.0
5a3a18c59f4053cd36fe7e6379f4cc3e6b1ce64495352989e21e3a3b2433423f,6.0,3.0,10.0
c15d065ff4ba7da960f52169790bc350ab051f343db2c57d6616764801a63fd7,12.0,2.0,28.0
ff3a9f6efd778733d02814286751ff55c80a66a46553ad681c19bd190d7b79f5,21.0,6.0,27.0
c04e1cb2d510eaaf0d95ea40852d54ee1d2c480c246086e31a86635c6220dbd1,24.0,7.0,13.0
7db432af0a8cfab936ea7005a560db5a40e0a906fe4cc91d5fdc20ad6ceb30fd,68.0,45.0,5.0
001dcac4c43bf3ce1d4653d3710d3fe8af65fcc917368fc5cce88e8fc6ff8438,9.0,8.0,15.0
7de17e3b08ca6f880465bbdacb5723fc59cb8d83729e3ea8ccf8f7232d2711ce,29.0,11.0,7.0
cbe13bcfff4e4f811d6a6b5c71770a4b28793946e123f134c856e5ac32a2b526,51.0,26.0,5.0
e2b707eef81abc0d31aaa5e151d1b3d407dd991ecfbe7a8736e7d2ed9fe935ce,7.0,7.0,23.0
d019091386345c4a7a61a66a170cd7571f6f92f52b95fedc792d52ded4e7f670,61.0,4.0,41.0
5226e20b1425b38ce3f2487ef3cb6c891c0a6615d125d7edafacaec14a3ff42f,14.0,10.0,28.0
b75a793f22ebeded7e550346d4e48681b2d893b52ab5109fb9ef689fdec022b7,17.0,28.0,41.0
52eea3ccd92e8a347cb248d11322721517e727774e5bc817ea1dcc1a610c6656,18.0,17.0,11.0
eea3f7e184d4139fc304b8ffa70276291364d9a55c788761e84d1604d760a907,14.5,2.0,2.0
d14e31372cbe533e637ad1fafab98029bf6e719f42274fbd38e457678611c532,8.0,13.0,15.0
e08fbadd70617e3895d2f459e01de5e143c832f653c43716978ec426f8489202,15.0,15.0,15.0
1ae8a36ad2ad52e712a2b2cf9bf80a41c99868f362834c3207e9b982fcc418d0,10.0,13.0,2.0
6a2a6d0970acbbf8f891b42e1a288cd49c4f0ec7c0f0d6212f0f0326aa1ae28f,8.0,4.0,12.0
2fbb09bd9ad2d9572b3b9d72803f5dc4f1f9b94c7a90b4510565d8df9a8c8425,1.0,5.0,16.0
4121b240c931260416c68735bbc3c37ccc5d901bbca91edcf2fb5359086ca620,7.0,3.0,15.0
f89cae445e3a4ce5b2e64275f2c5f31e4dbcf6bd0ed19dea240675dd903f69b0,22.0,7.0,10.0
e45aabc67319a7fab260a6d2b7d325a05f6df83cd67893dab0cedeb07683d0bd,8.0,5.0,7.0
7228652448145d345509452a1373af819e4c46dd5621e0c39cfa585ae84f73e1,1.0,1.0,1.0
05f6624b6b522f53fbea62e64d94a6f3d1bc257cde8fe9622a26d77cda71d5d3,6.0,6.0,8.0
4284ac7108abd55b3cc5916d93757186ea82b5c6af1002757ae3a5422cfe4ac0,15.0,10.0,13.0
3398affa6ecbfb528c3f194d2615ce744c988510a1b6d3e9916cb9f4b6d378f9,8.0,1.0,14.0
a5270d8838587b3aae375d7d40860d14a1978811c01f17417d7e80b8b54dcbf9,5.0,5.0,27.0
2259181f765887f46c39ab462495f42228497fef09c67e4fb77f96359caea80e,18.0,7.0,19.0
5f127e6749507658e5c2e14ff79d1deccffdb12e5301ae0df5d8cbbb102e1989,13.0,2.0,17.0
8461d0a4c38f814234ef7d6b9e34b387a01bf4b7ce304c0124e65d21bca55161,4.0,15.0,19.0
b7d0a207bab36dfd89c669fda36e7b30fc36340c4c3c2a4f632efb866f18c412,20.0,14.0,5.0
fbe8ed1d30de96d0bcd76ccee8acd6611e41f71d5f8eec305d1c51683662fa2a,2.0,2.0,13.0
12c7c03563b6ba2190a730caa323b643133230a88d1652aefe34fbb87d019d7f,8.0,2.0,15.0
c577e53a00fdebb7a1147d667a38ccbe2f75ecfb0995fec847147665e4d1d9ef,12.0,12.0,12.0
b9be8ccf3b8b15d1fc3c0844b951fd87edb64eb3b60a56086926b1a94a07af40,14.0,7.0,24.0
e0e1cc852c8d0d287ae014bd35279821307962aef86e24704ab55916f2083e65,24.0,52.0,48.0
f25c2da823e495ec39eb47b72fcf351ce98d6620af317d187336750f6cbb737e,14.0,3.5,11.0
6127e185f4cf8e80293a4b76f1589f91dccd570947c26fe1184065ca3e00c0a3,21.0,2.0,12.0
a7017c9b26bb10d655583242ab3e48e69995cc79016f10385623ad3461d38582,16.0,6.0,23.0
10ad44e6ad69e7f39b641d44b8fe69bd6c75eb4e458352b0c560be10c2798a95,23.0,3.0,31.0
ffc377d62a43248a01dcf119607614cfdd32476104e4528e2a749ddeb64e343d,1.0,16.0,23.0
527601aca162644cad3a7edeb4ba306ee9ad03265c3139dd6ffc45b74ec9853a,9.0,5.0,18.0
b89d6486fd1434e198802f77f6cac7a61d485607e6f6cda8efea5aecf422b3c0,40.0,12.0,18.0
1b9ab5fb4e283c2dd7c391667eb6b0d6ef63adf011c929f74f7485bfdf7d5538,25.0,4.0,2.0
f2b618f1a5f4a6df871fa04bb8f613e49f5660b3ad690c5ac687178d4fef6109,4.2,4.2,15.0
cecc0722669f1703e63e0a033b4d9611567ccd5ff39f1460df5d0589aefdf577,23.5,2.0,21.0
3ec17aa8c811f422e19b90c406409ad75f24ceffe8d597ceb405e799374a98a7,2.0,2.0,8.0
6c0f9fe10d97dc64eacd849e438f2f8b9ff15f8cb566c7a5ea584757a703114f,20.0,18.0,6.0
bc0f0beea1a25126d0ff367916aa32b4aa099897f03dd57edfc1e25ec534e759,18.0,2.5,11.0
55b1afc9d1d3189da08164346b6360102eba0651478b6ec5b1587cb69f25c43f,11.0,2.0,13.0
1a28a8b162192a2f16ff7f50ddd2bb72b91071da9f1a6b46d3876077b8977c34,19.0,1.0,11.0
e8040bd3fb0116601e25a218c3df36410412942effe93c0230cc5d4934bc246e,27.0,2.0,34.0
55926fa7184963c6e69027bfa1c7d629a789d5e40161f32da6e78d12b8f6863b,8.0,8.0,8.0
579260196592574495daa391040fdcaae2329d26fbb1bba2db8b28de15f381ca,62.0,41.0,9.0
b5665fde5cb416f96751a99d7026b030960797e46407b6253618e3e4efc1e565,16.0,4.0,16.0
d4319bcbb86745857ccd583855ab6c6220b1234608c24891d2b7317619d04ba0,11.0,5.0,16.0
6d8304b16c56f324cfde1d44ee737a7d0703a2dfad4dc1b3ebed310bf463b72e,11.0,6.0,16.0
078406967651180ebf0ebd1b23fa0212609747e6e683b5afd61875d726122377,9.0,8.0,32.0
f08caf013c5677cd6afdc07c2dfed1ef44ad31b9faff790fb037ebe8164c5ec6,4.0,10.0,15.0
238d84706e9d14906dc5e8a21edaa5c406b6581c90ea45b23bb632e8b7fa8bf0,14.0,7.0,31.0
99be9848017e7a9943a59f9d629c0e69679f96fc637ee93256392e93055eda5b,12.0,8.0,15.0
c05afe160f92fe07e5628b2041e60e24cfaa8fa20975d72ef28f3221d3d1798f,12.0,12.0,15.0
7d3d9ad3f118d0428be214e8cbe9319122c503d29028c80e2896b44479f3a25d,14.0,5.0,17.0
63aaf94101fca42fd05176eb5e97ef79f25f802579649f2c9aaa025b0dca116d,9.0,2.0,5.0
93c44440b08eae51a6b9a1e8ced4bfe10a2ca48a494c8ffa1a4e20c0eac0f1e2,10.0,21.0,5.0
57acfc01671f0ca2b8ca7ff21447f58a0cbf0b803b3907cd2a48f410ccab6713,29.0,7.0,38.0
72f665e9185a2a16b2645994b05e4cc7ae7058b336a31db405af5aedfe5b5321,7.0,7.0,24.0
729e5a3955f612958ef74bba0c04ed02c87af92482392b8ace313b064edbf501,8.0,7.0,16.0
d89c93328391d2d361218336a825264733ecf4565663a6537295114ac21e876d,17.0,5.0,21.0
a3b0ee94806f3c185386c5476a1d9092f1c4719858230c29e5b7c622a77d3ca0,59.0,11.0,40.0
2b3445a3d27b209703096e5d93b2a853e5564b34666fd56ee105978be7959c10,2.0,19.0,3.0
506b1c036581eb3fa168115304fcf1344496b2b64f8c7b28e234e23bde79c5dc,18.0,8.0,24.0
d7290976fb01398e530543442caef95f649d24e073db7f15a738cbe60eb8de01,6.0,1.0,12.0
662b34d4b3d53ca80f74fe6cdc9119f5c8dcd53890a1e8b2e2fb5796e0b583da,8.0,30.0,43.0
b8a781ef731f8ea6b997f27006a488bf83e3640af783f9b5d5534e122b5ec87d,8.0,29.0,42.0
82b2857548404d71c8f41ef9016e5e60e6f6303c31df77d3fe6b69e9965de58b,7.0,14.0,31.0
47dad2fb29e6ce514e48548173014b7cbfc5f106e4a2e1b4caf558cada192584,14.5,6.5,40.0
850ded9e4c8cbeb6ba4221fed73881302ec8265ec8dece17ce752c31381d1675,23.0,17.0,5.0
eaecaf222141a85a208c8c65b6e7f08d76e5f6eb15be032fd05aaabf5c4cc3d8,43.0,29.0,25.0
26d2c4b729a6c4ba3b1c2ba167ebdd52e8ba50d3480b651e8b94344fb33d6cf2,7.0,4.0,12.0
3643f012073bcd28c0a8d8dc2142ed5a534ce482c875cdf22ed3800982c0b14f,24.0,12.0,6.0
f4653ce70c9953123a4525578ebe9d87d5620404ef38fef8f904b3bde61ec71c,14.0,5.0,10.0
f0bd1024641019b299d548285bad13c7bacaafd0aca6d8f122777cf64949b8ef,10.0,10.0,2.0
7d1a270afea1f528be557a8cb955baecdf43b80eb081ce39feb53a18a4b00a75,10.0,10.0,1.0
a75756048df2f66435fe2de76e36b7b69a30f5274c5e7fbc0d995031df091e13,5.0,5.0,11.0
151c88725f120efe73236404400d29a0218dad01243a3575968dcdd7ac29bc0f,13.0,2.0,8.0
fcf6d61ad04e7646f63e3eac2b58fa26a862b996945d78a0e73117736fd83062,27.0,9.0,30.0
72658ae07913a0f9539b5a50392ca28e87f056bd70d330a5a0c66171b74eb552,27.0,6.0,31.0
97fa1f0cf3e63918b43ac1ab1c504da7c15b856c724d7cdbe30338e580356cc8,19.0,3.0,15.0
7d5164ffd2dcfacc6a224c9e482adcac6a4c1c37ef6d3a4042cbf49f417eda94,11.0,18.0,29.0
6262378bc4698fa3c7a92b165fc38b1f638d903a51ac39ecdd8f59b7b9d17711,31.0,26.0,4.0
e5fd37ebaec88df92a0e45046f6a71f9ded739dc4252fb71dc09128a84131a41,20.0,9.0,40.0
c0c6f94846fe5d8aa1a24364cf1acd190f0bdf64a685163e4e3819bc35bd75cb,8.0,3.0,13.0
4619f1086b94a0909caf0f332573f8fd79062757aa2c05afdb9e09a65bb24590,13.0,6.0,24.0
17d894279c17c84d1634a43dfd40f1b06b43f392fb1e33235d3eb76a721bee60,12.0,12.0,18.0
3bed159f035cab1021d6f77d150bf690b80280066de7d119077b89d4176a3b1a,16.0,13.0,14.0
2209239d2ee57c3a4032e92687147740991f18c5574211d5167984791e1624e6,12.0,8.0,19.0
4ee9fdaca50370a48aa7a1f5df808328c4644af10ec50ed5ed504a6117abdb00,27.0,14.0,1.0
bcec6e03a1f3098ac97aa160d43f9441067082277853891a61c7b4bca3320290,17.0,3.0,17.0
b61d15417d2dff53c777b4b2e723aab40c552094dab1ec3d7cabd9c001155f71,17.0,5.0,16.0
5a5e5642abc66ac5bc1dbf30314fad444b7cca8425818270b278c974480fa0d0,6.0,4.0,9.0
bd37c7b2941644deeda460120d4a3a1fa21740e845270a9732c962a5b2f77eed,2.0,2.0,13.0
f0c676a1f96e9ee68445f5ba9097da676b950fd628652b002cae343d5b835069,9.0,9.0,9.0
bf783c7cbdfcd9ac534327ed632112122c83c749da1f2dd62051f3f6b1e49ae1,15.0,15.0,15.0
c8f3ccc60268371414a16941df95b2e96bd8c3d1f0b631b90ad3a9641448df2a,17.5,10.0,6.0
c2f5136be3173e5f02a448a0695c307e9c0c6691df4a465239d9e4616cb044d3,8.0,5.0,19.0
14634b0366dafca309d7d6685ff35d5bb25af8a3b7817683cc14fbcfcaca679e,5.0,5.0,17.0
0c837c9b14234027af95de25aea554b17d94089fc9f64bc78b11ad34b6b92d7a,17.0,17.0,17.0
c32cb9232a957ac35d372912e356108a6f718a4ab16c04f8541ce558d416951d,18.0,10.0,4.0
27026ad2f069981c0da98158318202fa06c3d6d06dd51c4a1f4e0b7ab78320c4,30.0,37.0,52.0
c8363a6c0f59e97bd611495d4218700ccca7dad1cc1ac2f56704f2f1957e2258,2.5,8.0,15.0
5a6549473a0dd58214fe63e6689f0c2e2f9bf7220f00d39f821622f2e0b5868f,20.0,16.0,39.0
e99fb2bf5c3e35d5e1d04753b087861f534263a714528fdf1ad0051f1e676eaa,39.0,15.0,19.0
